Candidatus Desulforudis audaxviator MP104C	Bacteroides sp. 1_1_30	-0.217560834746	-	2.17560834746	7.8473462011e-10
Candidatus Desulforudis audaxviator MP104C	Prevotella denticola CRIS 18C-A	-0.230000677287	-	2.30000677287	7.5668358538e-11
Candidatus Desulforudis audaxviator MP104C	Bacteroides sp. 2_2_4	-0.21738992622	-	2.1738992622	8.09586946256e-10
Candidatus Desulforudis audaxviator MP104C	Croceibacter atlanticus HTCC2559	-0.311344205024	-	3.11344205024	4.87369422566e-19
Candidatus Desulforudis audaxviator MP104C	Bacteroides stercoris ATCC 43183	-0.2176574547	-	2.176574547	7.71015110681e-10
Frankia sp. EuI1c	Cyclobacterium marinum DSM 745	-0.289786864403	-	2.89786864403	1.35334304924e-16
Frankia sp. EuI1c	Bacteroides fluxus YIT 12057	-0.277386114855	-	2.77386114855	2.78840722359e-15
Frankia sp. EuI1c	Prevotella marshii DSM 16973	-0.265281674852	-	2.65281674852	4.62542060709e-14
Frankia sp. EuI1c	Bacteroides coprophilus DSM 18228 = JCM 13818	-0.223444083861	-	2.23444083861	2.64098842115e-10
Frankia sp. EuI1c	Bacteroides sp. 1_1_30	-0.288809710898	-	2.88809710898	1.72719029887e-16
Frankia sp. EuI1c	Bacteroides finegoldii DSM 17565	-0.279198123406	-	2.79198123406	1.80906703739e-15
Frankia sp. EuI1c	Prevotella denticola CRIS 18C-A	-0.287637082026	-	2.87637082026	2.31163498357e-16
Frankia sp. EuI1c	Bacteroides sp. 2_2_4	-0.283491445558	-	2.83491445558	6.4072998077e-16
Frankia sp. EuI1c	Bacteroides sp. 2_1_56FAA	-0.248683628088	-	2.48683628088	1.73544194838e-12
Frankia sp. EuI1c	Croceibacter atlanticus HTCC2559	-0.390435585201	-	3.90435585201	7.04135787553e-30
Frankia sp. EuI1c	Bacteroides plebeius DSM 17135	-0.247918643614	-	2.47918643614	2.03830590322e-12
Frankia sp. EuI1c	Prevotella disiens FB035-09AN	-0.254757807804	-	2.54757807804	4.74597598323e-13
Frankia sp. EuI1c	Bacteroides sp. 1_1_6	-0.274280340304	-	2.74280340304	5.81019336657e-15
Frankia sp. EuI1c	Psychroflexus torquis ATCC 700755	-0.252010375116	-	2.52010375116	8.5677131429e-13
Frankia sp. EuI1c	Bacteroides stercoris ATCC 43183	-0.310252151347	-	3.10252151347	6.5556248965e-19
Frankia sp. EuI1c	Prevotella tannerae ATCC 51259	-0.22863848691	-	2.2863848691	9.84174746369e-11
Frankia sp. EuI1c	Bacteroides coprocola DSM 17136	-0.277504146863	-	2.77504146863	2.71118319527e-15
Turicibacter sanguinis PC909	Fusobacterium varium ATCC 27725	-0.237051424767	-	2.37051424767	1.88979449653e-11
Turicibacter sanguinis PC909	Acinetobacter sp. RUH2624	-0.217286166833	-	2.17286166833	8.25046935473e-10
Turicibacter sanguinis PC909	Staphylococcus haemolyticus JCSC1435	-0.217696909131	-	2.17696909131	7.65480193094e-10
Enterococcus casseliflavus EC10	Bacteroides eggerthii 1_2_48FAA	-0.220257204176	-	2.20257204176	4.78204253336e-10
Enterococcus casseliflavus EC10	Alistipes putredinis DSM 17216	-0.255071356743	-	2.55071356743	4.43458847108e-13
Enterococcus casseliflavus EC10	Bacteroides caccae ATCC 43185	-0.217008091631	-	2.17008091631	8.6791054011e-10
Enterococcus casseliflavus EC10	Capnocytophaga sp. oral taxon 329 str. F0087	-0.242909326028	-	2.42909326028	5.76669625927e-12
Enterococcus casseliflavus EC10	Bacteroides fluxus YIT 12057	-0.236969282981	-	2.36969282981	1.92108386487e-11
Enterococcus casseliflavus EC10	Prevotella buccalis ATCC 35310	-0.250334440338	-	2.50334440338	1.22420227939e-12
Enterococcus casseliflavus EC10	Bacteroides coprophilus DSM 18228 = JCM 13818	-0.223406775715	-	2.23406775715	2.65954733913e-10
Enterococcus casseliflavus EC10	Bacteroides sp. 1_1_30	-0.244622418794	-	2.44622418794	4.05133482802e-12
Enterococcus casseliflavus EC10	Bacteroides finegoldii DSM 17565	-0.25103397162	-	2.5103397162	1.055114115e-12
Enterococcus casseliflavus EC10	Bacteroides sp. 2_2_4	-0.265647884437	-	2.65647884437	4.25739282019e-14
Enterococcus casseliflavus EC10	Sphingobacterium spiritivorum ATCC 33300	-0.22901485684	-	2.2901485684	9.15383336387e-11
Enterococcus casseliflavus EC10	Waddlia chondrophila WSU 86-1044	-0.242766048177	-	2.42766048177	5.938790258e-12
Enterococcus casseliflavus EC10	Bacteroides uniformis ATCC 8492	-0.230899945342	-	2.30899945342	6.35557085613e-11
Enterococcus casseliflavus EC10	Alistipes sp. HGB5	-0.293307767809	-	2.93307767809	5.5754111987e-17
Enterococcus casseliflavus EC10	Alistipes shahii WAL 8301	-0.260853317835	-	2.60853317835	1.24791310192e-13
Enterococcus casseliflavus EC10	Odoribacter splanchnicus DSM 220712	-0.273856360648	-	2.73856360648	6.41801107564e-15
Brachyspira pilosicoli 95/1000	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	-0.225819190547	-	2.25819190547	1.68673854434e-10
Brachyspira pilosicoli 95/1000	Actinomyces sp. oral taxon 175 str. F0384	-0.224752525893	-	2.24752525893	2.06426991985e-10
Brachyspira pilosicoli 95/1000	Actinomyces sp. oral taxon 170 str. F0386	-0.24570453385	-	2.4570453385	3.23698002298e-12
Brachyspira pilosicoli 95/1000	Oenococcus oeni AWRIB429	-0.220535948342	-	2.20535948342	4.54168166055e-10
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Prevotella buccalis ATCC 35310	-0.243932845719	-	2.43932845719	4.67152496411e-12
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Sphingobacterium spiritivorum ATCC 33300	-0.273168085733	-	2.73168085733	7.54023912399e-15
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Cellulophaga algicola DSM 14237	-0.226186083995	-	2.26186083995	1.57316323734e-10
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Dyadobacter fermentans DSM 18053	-0.282466608119	-	2.82466608119	8.22228502775e-16
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Cytophaga hutchinsonii ATCC 33406	-0.247563896602	-	2.47563896602	2.19576284299e-12
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Lawsonia intracellularis PHE/MN1-00	-0.230178822074	-	2.30178822074	7.3102363193e-11
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	unidentified eubacterium SCB49	-0.266061382593	-	2.66061382593	3.87632153038e-14
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Prevotella sp. oral taxon 317 str. F0108	-0.222129247984	-	2.22129247984	3.37771439613e-10
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Oscillibacter valericigenes Sjm18-20	-0.232627523271	-	2.32627523271	4.53654778658e-11
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Runella slithyformis DSM 19594	-0.274094902365	-	2.74094902365	6.06874360236e-15
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Alistipes sp. HGB5	-0.286500431548	-	2.86500431548	3.06230777998e-16
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Alistipes shahii WAL 8301	-0.294988816279	-	2.94988816279	3.63491078374e-17
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	Odoribacter splanchnicus DSM 220712	-0.247920844	-	2.47920844	2.03736460959e-12
Candidatus Tremblaya princeps PCVAL	Actinomyces sp. oral taxon 180 str. F0310	-0.258274148155	-	2.58274148155	2.20551933774e-13
Candidatus Tremblaya princeps PCVAL	Actinomyces sp. oral taxon 175 str. F0384	-0.233720773034	-	2.33720773034	3.6598021449e-11
Candidatus Tremblaya princeps PCVAL	Actinomyces odontolyticus F0309	-0.224698229337	-	2.24698229337	2.08554636727e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Lachnoanaerobaculum saburreum DSM 3986	-0.218743178838	-	2.18743178838	6.32036139838e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Butyrivibrio crossotus DSM 2876	-0.220128363206	-	2.20128363206	4.89728690061e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Faecalibacterium prausnitzii A2-165	-0.226975945516	-	2.26975945516	1.3533855405e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Acetivibrio cellulolyticus CD2	-0.249018723213	-	2.49018723213	1.61709174854e-12
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Pseudoflavonifractor capillosus ATCC 29799	-0.256000398781	-	2.56000398781	3.62487151253e-13
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Subdoligranulum variabile DSM 15176	-0.225522668732	-	2.25522668732	1.78433718962e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Sphingobacterium spiritivorum ATCC 33300	-0.221317534823	-	2.21317534823	3.92878027205e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Treponema succinifaciens DSM 2489	-0.229516150852	-	2.29516150852	8.31003436474e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Flexistipes sinusarabici DSM 4947	-0.236009593169	-	2.36009593169	2.32633152513e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Bartonella bacilliformis KC583	-0.219987430092	-	2.19987430092	5.02644566294e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Coraliomargarita akajimensis DSM 45221	-0.219481190953	-	2.19481190953	5.51833151129e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Clostridium sp. M62/1	-0.230191628962	-	2.30191628962	7.29212011619e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	[Eubacterium] cylindroides T2-87	-0.267196804948	-	2.67196804948	2.99386001363e-14
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Dyadobacter fermentans DSM 18053	-0.274222863214	-	2.74222863214	5.88915238028e-15
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Propionibacterium acnes HL044PA1	-0.292925403101	-	2.92925403101	6.14274326401e-17
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Ruminococcus albus 7	-0.245059438957	-	2.45059438957	3.70079771524e-12
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Lawsonia intracellularis PHE/MN1-00	-0.276322777079	-	2.76322777079	3.58901392745e-15
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Clostridium leptum DSM 753	-0.296259999041	-	2.96259999041	2.62535070204e-17
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Moorella thermoacetica ATCC 39073	-0.23097964066	-	2.3097964066	6.25785227789e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Prochlorococcus marinus subsp. marinus str. CCMP1375	-0.239975573022	-	2.39975573022	1.0490471795e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Prevotella sp. oral taxon 317 str. F0108	-0.230107180332	-	2.30107180332	7.41239145482e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Oscillibacter valericigenes Sjm18-20	-0.243704925813	-	2.43704925813	4.8962463452e-12
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Clostridium saccharolyticum WM1	-0.257469613547	-	2.57469613547	2.63089512222e-13
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Lactococcus lactis subsp. cremoris SK11	-0.291902974557	-	2.91902974557	7.95398344157e-17
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Ruminococcus champanellensis 18P13	-0.265262631661	-	2.65262631661	4.64538946999e-14
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Eubacterium rectale M104/1	-0.321643261708	-	3.21643261708	2.79849386576e-20
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Slackia heliotrinireducens DSM 20476	-0.229220160879	-	2.29220160879	8.79860362623e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Deinococcus radiodurans R1	-0.238469834642	-	2.38469834642	1.42181927912e-11
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Desulfobacca acetoxidans DSM 11109	-0.2232993619	-	2.232993619	2.71369300551e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Alistipes sp. HGB5	-0.277314591399	-	2.77314591399	2.8362500024e-15
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Propionibacterium acnes HL099PA1	-0.326660282782	-	3.26660282782	6.67990561954e-21
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Coprococcus eutactus ATCC 27759	-0.240472373066	-	2.40472373066	9.48483357431e-12
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Alistipes shahii WAL 8301	-0.221689725984	-	2.21689725984	3.66601324302e-10
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Eubacterium siraeum 70/3	-0.293081398075	-	2.93081398075	5.90473305809e-17
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	Janibacter sp. HTCC2649	-0.224140902986	-	2.24140902986	2.31667650387e-10
Macrococcus caseolyticus JCSC5402	Lactococcus lactis subsp. lactis KF147	-0.268442538434	-	2.68442538434	2.25178804076e-14
Macrococcus caseolyticus JCSC5402	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	-0.254173208206	-	2.54173208206	5.38478786175e-13
Macrococcus caseolyticus JCSC5402	Frankia sp. EAN1pec	-0.225036280169	-	2.25036280169	1.9564762568e-10
Macrococcus caseolyticus JCSC5402	Geobacter sp. M21	-0.232854532931	-	2.32854532931	4.33907642558e-11
Macrococcus caseolyticus JCSC5402	Streptomyces avermitilis MA-4680	-0.233396574943	-	2.33396574943	3.90089878588e-11
Macrococcus caseolyticus JCSC5402	Caulobacter segnis ATCC 21756	-0.273430786749	-	2.73430786749	7.09082603671e-15
Macrococcus caseolyticus JCSC5402	Thermus scotoductus SA-01	-0.216790065456	-	2.16790065456	9.03026668653e-10
Macrococcus caseolyticus JCSC5402	Streptomyces griseus XylebKG-1	-0.226344558317	-	2.26344558317	1.52644523238e-10
Macrococcus caseolyticus JCSC5402	Akkermansia muciniphila ATCC BAA-835	-0.299635911845	-	2.99635911845	1.09767538854e-17
Macrococcus caseolyticus JCSC5402	Thermaerobacter subterraneus DSM 13965	-0.293489025597	-	2.93489025597	5.32481196617e-17
Macrococcus caseolyticus JCSC5402	Bradyrhizobiaceae bacterium SG-6C	-0.254695619505	-	2.54695619505	4.81023407665e-13
Macrococcus caseolyticus JCSC5402	Pseudoflavonifractor capillosus ATCC 29799	-0.316974517491	-	3.16974517491	1.03623962598e-19
